FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2022-2023,2,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Women known to be non-smokers at time of delivery,4884
2022-2023,2,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Women known to be smokers at time of delivery,553
2022-2023,2,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Women whose smoking status was not known at time of delivery,172
2022-2023,2,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Number of maternities,4269
2022-2023,2,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Women known to be non-smokers at time of delivery,3637
2022-2023,2,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Women known to be smokers at time of delivery,500
2022-2023,2,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Women whose smoking status was not known at time of delivery,132
2022-2023,2,E54000057,NHS Greater Manchester Integrated Care Board,Number of maternities,8158
2022-2023,2,E54000057,NHS Greater Manchester Integrated Care Board,Women known to be non-smokers at time of delivery,6702
2022-2023,2,E54000057,NHS Greater Manchester Integrated Care Board,Women known to be smokers at time of delivery,660
2022-2023,2,E54000057,NHS Greater Manchester Integrated Care Board,Women whose smoking status was not known at time of delivery,796
2022-2023,2,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Number of maternities,2760
2022-2023,2,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Women known to be non-smokers at time of delivery,2435
2022-2023,2,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Women known to be smokers at time of delivery,294
2022-2023,2,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Women whose smoking status was not known at time of delivery,31
2022-2023,2,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Number of maternities,1139
2022-2023,2,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Women known to be non-smokers at time of delivery,1004
2022-2023,2,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Women known to be smokers at time of delivery,134
2022-2023,2,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Women whose smoking status was not known at time of delivery,1
2022-2023,2,E54000013,NHS Lincolnshire Integrated Care Board,Number of maternities,1574
2022-2023,2,E54000013,NHS Lincolnshire Integrated Care Board,Women known to be non-smokers at time of delivery,1313
2022-2023,2,E54000013,NHS Lincolnshire Integrated Care Board,Women known to be smokers at time of delivery,224
2022-2023,2,E54000013,NHS Lincolnshire Integrated Care Board,Women whose smoking status was not known at time of delivery,37
2022-2023,2,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Number of maternities,2386
2022-2023,2,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Women known to be non-smokers at time of delivery,1813
2022-2023,2,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Women known to be smokers at time of delivery,573
2022-2023,2,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Women whose smoking status was not known at time of delivery,0
2022-2023,2,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Number of maternities,2468
2022-2023,2,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Women known to be non-smokers at time of delivery,2158
2022-2023,2,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Women known to be smokers at time of delivery,207
2022-2023,2,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Women whose smoking status was not known at time of delivery,103
2022-2023,2,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Number of maternities,1767
2022-2023,2,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Women known to be non-smokers at time of delivery,1598
2022-2023,2,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Women known to be smokers at time of delivery,154
2022-2023,2,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Women whose smoking status was not known at time of delivery,15
2022-2023,2,E54000055,NHS Birmingham and Solihull Integrated Care Board,Number of maternities,4365
2022-2023,2,E54000055,NHS Birmingham and Solihull Integrated Care Board,Women known to be non-smokers at time of delivery,4039
2022-2023,2,E54000055,NHS Birmingham and Solihull Integrated Care Board,Women known to be smokers at time of delivery,295
2022-2023,2,E54000055,NHS Birmingham and Solihull Integrated Care Board,Women whose smoking status was not known at time of delivery,31
2022-2023,2,E54000058,NHS Derby and Derbyshire Integrated Care Board,Number of maternities,2453
2022-2023,2,E54000058,NHS Derby and Derbyshire Integrated Care Board,Women known to be non-smokers at time of delivery,2160
2022-2023,2,E54000058,NHS Derby and Derbyshire Integrated Care Board,Women known to be smokers at time of delivery,284
2022-2023,2,E54000058,NHS Derby and Derbyshire Integrated Care Board,Women whose smoking status was not known at time of delivery,9
2022-2023,2,E54000059,NHS Northamptonshire Integrated Care Board,Number of maternities,2038
2022-2023,2,E54000059,NHS Northamptonshire Integrated Care Board,Women known to be non-smokers at time of delivery,1800
2022-2023,2,E54000059,NHS Northamptonshire Integrated Care Board,Women known to be smokers at time of delivery,223
2022-2023,2,E54000059,NHS Northamptonshire Integrated Care Board,Women whose smoking status was not known at time of delivery,15
2022-2023,2,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Number of maternities,2651
2022-2023,2,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Women known to be non-smokers at time of delivery,2300
2022-2023,2,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Women known to be smokers at time of delivery,303
2022-2023,2,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Women whose smoking status was not known at time of delivery,48
2022-2023,2,E54000062,NHS Black Country Integrated Care Board,Number of maternities,3734
2022-2023,2,E54000062,NHS Black Country Integrated Care Board,Women known to be non-smokers at time of delivery,3376
2022-2023,2,E54000062,NHS Black Country Integrated Care Board,Women known to be smokers at time of delivery,346
2022-2023,2,E54000062,NHS Black Country Integrated Care Board,Women whose smoking status was not known at time of delivery,12
2022-2023,2,E54000050,NHS North East and North Cumbria Integrated Care Board,Number of maternities,6863
2022-2023,2,E54000050,NHS North East and North Cumbria Integrated Care Board,Women known to be non-smokers at time of delivery,5942
2022-2023,2,E54000050,NHS North East and North Cumbria Integrated Care Board,Women known to be smokers at time of delivery,857
2022-2023,2,E54000050,NHS North East and North Cumbria Integrated Care Board,Women whose smoking status was not known at time of delivery,64
2022-2023,2,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Number of maternities,3725
2022-2023,2,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Women known to be non-smokers at time of delivery,3243
2022-2023,2,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Women known to be smokers at time of delivery,475
2022-2023,2,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Women whose smoking status was not known at time of delivery,7
2022-2023,2,E54000054,NHS West Yorkshire Integrated Care Board,Number of maternities,3661
2022-2023,2,E54000054,NHS West Yorkshire Integrated Care Board,Women known to be non-smokers at time of delivery,3216
2022-2023,2,E54000054,NHS West Yorkshire Integrated Care Board,Women known to be smokers at time of delivery,398
2022-2023,2,E54000054,NHS West Yorkshire Integrated Care Board,Women whose smoking status was not known at time of delivery,47
2022-2023,2,E54000061,NHS South Yorkshire Integrated Care Board,Number of maternities,3587
2022-2023,2,E54000061,NHS South Yorkshire Integrated Care Board,Women known to be non-smokers at time of delivery,3168
2022-2023,2,E54000061,NHS South Yorkshire Integrated Care Board,Women known to be smokers at time of delivery,384
2022-2023,2,E54000061,NHS South Yorkshire Integrated Care Board,Women whose smoking status was not known at time of delivery,35
2022-2023,2,E38000256,NHS North West London ICB - W2U3Z,Number of maternities,5506
2022-2023,2,E38000256,NHS North West London ICB - W2U3Z,Women known to be non-smokers at time of delivery,5314
2022-2023,2,E38000256,NHS North West London ICB - W2U3Z,Women known to be smokers at time of delivery,169
2022-2023,2,E38000256,NHS North West London ICB - W2U3Z,Women whose smoking status was not known at time of delivery,23
2022-2023,2,E38000240,NHS North Central London ICB - 93C,Number of maternities,3951
2022-2023,2,E38000240,NHS North Central London ICB - 93C,Women known to be non-smokers at time of delivery,3597
2022-2023,2,E38000240,NHS North Central London ICB - 93C,Women known to be smokers at time of delivery,228
2022-2023,2,E38000240,NHS North Central London ICB - 93C,Women whose smoking status was not known at time of delivery,126
2022-2023,2,E38000255,NHS North East London ICB - A3A8R,Number of maternities,6749
2022-2023,2,E38000255,NHS North East London ICB - A3A8R,Women known to be non-smokers at time of delivery,6320
2022-2023,2,E38000255,NHS North East London ICB - A3A8R,Women known to be smokers at time of delivery,362
2022-2023,2,E38000255,NHS North East London ICB - A3A8R,Women whose smoking status was not known at time of delivery,67
2022-2023,2,E38000244,NHS South East London ICB - 72Q,Number of maternities,5137
2022-2023,2,E38000244,NHS South East London ICB - 72Q,Women known to be non-smokers at time of delivery,4835
2022-2023,2,E38000244,NHS South East London ICB - 72Q,Women known to be smokers at time of delivery,240
2022-2023,2,E38000244,NHS South East London ICB - 72Q,Women whose smoking status was not known at time of delivery,62
2022-2023,2,E38000245,NHS South West London ICB - 36L,Number of maternities,3988
2022-2023,2,E38000245,NHS South West London ICB - 36L,Women known to be non-smokers at time of delivery,3521
2022-2023,2,E38000245,NHS South West London ICB - 36L,Women known to be smokers at time of delivery,172
2022-2023,2,E38000245,NHS South West London ICB - 36L,Women whose smoking status was not known at time of delivery,295
2022-2023,2,E38000237,NHS Kent and Medway ICB - 91Q,Number of maternities,4986
2022-2023,2,E38000237,NHS Kent and Medway ICB - 91Q,Women known to be non-smokers at time of delivery,4486
2022-2023,2,E38000237,NHS Kent and Medway ICB - 91Q,Women known to be smokers at time of delivery,496
2022-2023,2,E38000237,NHS Kent and Medway ICB - 91Q,Women whose smoking status was not known at time of delivery,4
2022-2023,2,E38000252,NHS Frimley ICB - D4U1Y,Number of maternities,2035
2022-2023,2,E38000252,NHS Frimley ICB - D4U1Y,Women known to be non-smokers at time of delivery,974
2022-2023,2,E38000252,NHS Frimley ICB - D4U1Y,Women known to be smokers at time of delivery,81
2022-2023,2,E38000252,NHS Frimley ICB - D4U1Y,Women whose smoking status was not known at time of delivery,980
2022-2023,2,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Number of maternities,594
2022-2023,2,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Women known to be non-smokers at time of delivery,499
2022-2023,2,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Women known to be smokers at time of delivery,66
2022-2023,2,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,Women whose smoking status was not known at time of delivery,29
2022-2023,2,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Number of maternities,3710
2022-2023,2,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Women known to be non-smokers at time of delivery,3249
2022-2023,2,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Women known to be smokers at time of delivery,314
2022-2023,2,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,Women whose smoking status was not known at time of delivery,147
2022-2023,2,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Number of maternities,1715
2022-2023,2,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Women known to be non-smokers at time of delivery,1609
2022-2023,2,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Women known to be smokers at time of delivery,98
2022-2023,2,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",Women whose smoking status was not known at time of delivery,8
2022-2023,2,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Number of maternities,1138
2022-2023,2,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Women known to be non-smokers at time of delivery,1045
2022-2023,2,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",Women known to be smokers at time of delivery,53
